# danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,liked
7.199999999999999734e-01,6.700000000000000400e-01,7.000000000000000000e+00,-8.390000000000000568e+00,1.000000000000000000e+00,1.670000000000000095e-01,8.569999999999999840e-02,0.000000000000000000e+00,1.010000000000000064e-01,7.660000000000000142e-01,1.511239999999999952e+02,2.098010000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
1.660000000000000087e-01,5.510000000000000314e-02,9.000000000000000000e+00,-1.949399999999999977e+01,0.000000000000000000e+00,5.199999999999999761e-02,9.759999999999999787e-01,6.350000000000000089e-01,1.189999999999999947e-01,1.429999999999999882e-01,1.766160000000000139e+02,2.065200000000000000e+05,3.000000000000000000e+00,0.000000000000000000e+00
9.240000000000000435e-01,7.479999999999999982e-01,2.000000000000000000e+00,-3.645000000000000018e+00,1.000000000000000000e+00,1.880000000000000004e-01,1.739999999999999880e-01,0.000000000000000000e+00,2.069999999999999896e-01,3.810000000000000053e-01,1.210630000000000024e+02,2.096670000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.770000000000000240e-01,6.979999999999999538e-01,6.000000000000000000e+00,-7.706000000000000405e+00,0.000000000000000000e+00,7.040000000000000424e-02,2.929999999999999827e-01,2.320000000000000149e-05,9.080000000000000571e-02,1.189999999999999947e-01,1.199629999999999939e+02,2.471610000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
9.090000000000000302e-01,5.819999999999999618e-01,7.000000000000000000e+00,-5.357000000000000206e+00,1.000000000000000000e+00,6.650000000000000355e-02,6.959999999999999520e-02,4.780000000000000313e-05,9.840000000000000135e-02,8.439999999999999725e-01,1.260630000000000024e+02,2.495980000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
7.119999999999999662e-01,5.520000000000000462e-01,1.000000000000000000e+01,-1.548499999999999943e+01,0.000000000000000000e+00,3.629999999999999893e-02,7.520000000000000295e-02,1.199999999999999895e-03,1.499999999999999944e-01,9.609999999999999654e-01,1.036039999999999992e+02,2.816670000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
3.629999999999999893e-01,9.939999999999999947e-01,8.000000000000000000e+00,-5.780999999999999694e+00,1.000000000000000000e+00,1.310000000000000053e-01,3.690000000000000246e-05,5.819999999999999618e-01,2.069999999999999896e-01,1.390000000000000124e-01,1.080169999999999959e+02,2.475640000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
4.460000000000000075e-01,9.769999999999999796e-01,1.000000000000000000e+01,-5.035999999999999588e+00,0.000000000000000000e+00,7.810000000000000275e-02,5.349999999999999938e-04,4.719999999999999751e-01,1.049999999999999961e-01,3.390000000000000235e-01,1.720589999999999975e+02,2.844000000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
5.729999999999999538e-01,5.809999999999999609e-01,1.000000000000000000e+01,-9.025999999999999801e+00,0.000000000000000000e+00,3.390000000000000235e-01,7.530000000000000027e-01,1.390000000000000032e-06,1.300000000000000044e-01,3.509999999999999787e-01,7.650600000000000023e+01,1.693470000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.780000000000000249e-01,6.320000000000000062e-01,8.000000000000000000e+00,-6.415000000000000036e+00,1.000000000000000000e+00,1.250000000000000000e-01,4.039999999999999841e-02,0.000000000000000000e+00,9.120000000000000329e-02,8.269999999999999574e-01,1.409509999999999934e+02,2.240290000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.520000000000000018e-01,4.680000000000000271e-01,0.000000000000000000e+00,-9.965999999999999304e+00,1.000000000000000000e+00,3.330000000000000182e-01,8.050000000000000488e-01,0.000000000000000000e+00,1.360000000000000098e-01,7.159999999999999698e-01,8.279500000000000171e+01,1.792530000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.570000000000000062e-01,4.510000000000000120e-01,2.000000000000000000e+00,-1.112100000000000044e+01,1.000000000000000000e+00,2.919999999999999818e-01,4.850000000000000144e-02,1.560000000000000099e-06,3.370000000000000218e-01,5.060000000000000053e-01,1.500349999999999966e+02,1.670620000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
8.890000000000000124e-01,6.460000000000000187e-01,7.000000000000000000e+00,-6.365999999999999659e+00,1.000000000000000000e+00,6.679999999999999827e-02,1.950000000000000067e-01,3.190000000000000290e-05,5.020000000000000157e-02,9.659999999999999698e-01,1.108419999999999987e+02,2.134270000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
2.049999999999999878e-01,1.290000000000000036e-01,7.000000000000000000e+00,-1.819699999999999918e+01,1.000000000000000000e+00,5.949999999999999734e-02,9.679999999999999716e-01,9.459999999999999520e-01,1.010000000000000064e-01,2.959999999999999853e-01,1.368710000000000093e+02,1.699240000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
6.400000000000000133e-01,9.569999999999999618e-01,8.000000000000000000e+00,-2.335999999999999854e+00,1.000000000000000000e+00,7.409999999999999920e-02,4.309999999999999942e-02,0.000000000000000000e+00,7.889999999999999791e-02,6.919999999999999485e-01,1.349919999999999902e+02,1.780130000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
8.159999999999999476e-01,6.670000000000000373e-01,7.000000000000000000e+00,-8.560999999999999943e+00,1.000000000000000000e+00,7.580000000000000626e-02,2.349999999999999867e-01,0.000000000000000000e+00,5.990000000000000185e-02,4.020000000000000240e-01,1.349850000000000136e+02,8.533300000000000000e+04,3.000000000000000000e+00,1.000000000000000000e+00
7.910000000000000364e-01,5.000000000000000000e-01,1.000000000000000000e+00,-9.804999999999999716e+00,0.000000000000000000e+00,4.199999999999999845e-01,6.029999999999999805e-01,0.000000000000000000e+00,9.929999999999999938e-02,4.919999999999999929e-01,1.300269999999999868e+02,1.705820000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.510000000000000231e-01,8.110000000000000542e-01,1.000000000000000000e+01,-1.386999999999999922e+01,1.000000000000000000e+00,3.180000000000000188e-02,6.479999999999999649e-02,2.929999999999999966e-02,1.000000000000000056e-01,9.619999999999999662e-01,1.121260000000000048e+02,1.865730000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
7.159999999999999698e-01,9.459999999999999520e-01,1.000000000000000000e+00,-3.411999999999999922e+00,1.000000000000000000e+00,2.610000000000000098e-01,9.400000000000000022e-02,6.629999999999999880e-05,8.250000000000000389e-02,5.869999999999999662e-01,1.399430000000000121e+02,2.005710000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.829999999999999627e-01,3.810000000000000053e-01,9.000000000000000000e+00,-1.003299999999999947e+01,0.000000000000000000e+00,4.290000000000000063e-02,4.159999999999999809e-01,2.259999999999999910e-04,9.579999999999999627e-02,1.529999999999999971e-01,1.276670000000000016e+02,3.163780000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
4.380000000000000004e-01,8.250000000000000389e-02,9.000000000000000000e+00,-2.168599999999999994e+01,0.000000000000000000e+00,6.950000000000000622e-02,9.829999999999999849e-01,7.489999999999999436e-02,4.610000000000000209e-02,3.699999999999999956e-01,1.062750000000000057e+02,2.700000000000000000e+05,5.000000000000000000e+00,0.000000000000000000e+00
7.980000000000000426e-01,8.349999999999999645e-01,9.000000000000000000e+00,-3.831999999999999851e+00,1.000000000000000000e+00,2.020000000000000129e-01,1.650000000000000078e-01,0.000000000000000000e+00,1.120000000000000023e-01,6.089999999999999858e-01,1.500399999999999920e+02,1.392400000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
8.269999999999999574e-01,7.029999999999999583e-01,2.000000000000000000e+00,-4.623000000000000220e+00,1.000000000000000000e+00,1.120000000000000023e-01,6.169999999999999790e-02,0.000000000000000000e+00,4.839999999999999858e-02,5.859999999999999654e-01,1.370430000000000064e+02,2.144560000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
3.579999999999999849e-01,9.769999999999999796e-01,8.000000000000000000e+00,-8.179000000000000270e+00,0.000000000000000000e+00,7.270000000000000073e-02,8.179999999999999609e-05,9.240000000000000435e-01,1.029999999999999943e-01,4.490000000000000102e-01,1.376810000000000116e+02,1.941600000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
6.159999999999999920e-01,5.340000000000000302e-01,1.000000000000000000e+01,-1.026399999999999935e+01,0.000000000000000000e+00,4.829999999999999849e-01,6.390000000000000124e-01,0.000000000000000000e+00,8.440000000000000280e-02,5.560000000000000497e-01,1.700540000000000020e+02,1.464800000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
3.679999999999999938e-01,3.629999999999999980e-03,1.000000000000000000e+00,-3.675900000000000034e+01,1.000000000000000000e+00,3.500000000000000333e-02,9.929999999999999938e-01,9.220000000000000417e-01,1.370000000000000107e-01,8.500000000000000611e-02,6.936299999999999955e+01,2.540000000000000000e+05,3.000000000000000000e+00,0.000000000000000000e+00
6.480000000000000204e-01,7.510000000000000009e-01,8.000000000000000000e+00,-8.582000000000000739e+00,1.000000000000000000e+00,8.060000000000000497e-02,1.820000000000000090e-02,4.009999999999999893e-04,4.179999999999999688e-02,8.629999999999999893e-01,1.004369999999999976e+02,2.448270000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
6.560000000000000275e-01,3.810000000000000053e-01,0.000000000000000000e+00,-8.756999999999999673e+00,0.000000000000000000e+00,8.019999999999999352e-02,6.530000000000000249e-01,0.000000000000000000e+00,1.160000000000000059e-01,1.660000000000000087e-01,8.490699999999999648e+01,3.255560000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
6.710000000000000409e-01,5.839999999999999636e-01,9.000000000000000000e+00,-9.958999999999999631e+00,0.000000000000000000e+00,5.400000000000000355e-01,6.500000000000000222e-01,0.000000000000000000e+00,1.280000000000000027e-01,3.659999999999999920e-01,1.193029999999999973e+02,2.094400000000000000e+05,5.000000000000000000e+00,1.000000000000000000e+00
4.630000000000000226e-01,1.549999999999999989e-01,5.000000000000000000e+00,-1.716400000000000148e+01,1.000000000000000000e+00,4.399999999999999745e-02,8.770000000000000018e-01,2.610000000000000098e-01,1.049999999999999961e-01,2.220000000000000029e-01,1.224369999999999976e+02,3.017200000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
7.980000000000000426e-01,5.669999999999999485e-01,7.000000000000000000e+00,-6.610000000000000320e+00,1.000000000000000000e+00,4.159999999999999809e-01,1.219999999999999973e-01,0.000000000000000000e+00,1.010000000000000064e-01,6.590000000000000302e-01,7.367900000000000205e+01,9.405400000000000000e+04,4.000000000000000000e+00,1.000000000000000000e+00
2.800000000000000266e-01,1.039999999999999952e-01,2.000000000000000000e+00,-1.980199999999999960e+01,1.000000000000000000e+00,3.359999999999999792e-02,9.350000000000000533e-01,8.659999999999999920e-01,3.619999999999999885e-01,1.759999999999999898e-01,9.262800000000000011e+01,3.100000000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
8.159999999999999476e-01,4.329999999999999960e-01,1.000000000000000000e+00,-9.189999999999999503e+00,1.000000000000000000e+00,2.409999999999999920e-01,4.709999999999999777e-03,0.000000000000000000e+00,1.320000000000000062e-01,6.760000000000000453e-01,1.479420000000000073e+02,2.250000000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
3.639999999999999902e-01,7.990000000000000574e-03,8.000000000000000000e+00,-3.309000000000000341e+01,1.000000000000000000e+00,3.950000000000000039e-02,9.779999999999999805e-01,8.940000000000000169e-01,1.089999999999999997e-01,6.740000000000000158e-02,1.012259999999999991e+02,2.160930000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
6.089999999999999858e-01,5.170000000000000151e-01,6.000000000000000000e+00,-7.557000000000000384e+00,0.000000000000000000e+00,4.510000000000000120e-02,2.310000000000000109e-01,3.619999999999999900e-05,7.770000000000000517e-02,7.610000000000000098e-02,1.209140000000000015e+02,2.856270000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
3.180000000000000049e-01,6.329999999999999516e-02,6.000000000000000000e+00,-2.386899999999999977e+01,1.000000000000000000e+00,5.070000000000000201e-02,9.919999999999999929e-01,8.709999999999999964e-01,8.309999999999999332e-02,3.839999999999999664e-02,1.294660000000000082e+02,1.991330000000000000e+05,3.000000000000000000e+00,0.000000000000000000e+00
3.569999999999999840e-01,9.799999999999999822e-01,6.000000000000000000e+00,-6.834999999999999964e+00,1.000000000000000000e+00,7.900000000000000078e-02,5.220000000000000166e-05,8.429999999999999716e-01,7.679999999999999327e-02,3.679999999999999938e-01,9.696899999999999409e+01,2.427600000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
1.380000000000000115e-01,9.909999999999999920e-01,8.000000000000000000e+00,-5.660999999999999588e+00,1.000000000000000000e+00,1.749999999999999889e-01,1.529999999999999920e-05,8.309999999999999609e-01,3.370000000000000218e-01,7.180000000000000271e-02,9.444299999999999784e+01,2.442390000000000000e+05,1.000000000000000000e+00,0.000000000000000000e+00
2.899999999999999800e-01,9.340000000000000524e-01,1.000000000000000000e+01,-4.679000000000000270e+00,0.000000000000000000e+00,9.619999999999999385e-02,3.249999999999999851e-04,8.529999999999999805e-01,4.530000000000000138e-01,1.799999999999999933e-01,1.128340000000000032e+02,2.258670000000000000e+05,3.000000000000000000e+00,0.000000000000000000e+00
8.499999999999999778e-01,8.529999999999999805e-01,8.000000000000000000e+00,-5.650000000000000355e+00,1.000000000000000000e+00,1.229999999999999982e-01,1.549999999999999989e-02,0.000000000000000000e+00,1.049999999999999961e-01,7.339999999999999858e-01,1.420300000000000011e+02,1.369010000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.840000000000000302e-01,9.020000000000000240e-01,1.100000000000000000e+01,-5.307999999999999829e+00,0.000000000000000000e+00,4.340000000000000108e-02,3.079999999999999839e-03,2.329999999999999986e-04,1.300000000000000044e-01,2.710000000000000187e-01,1.000070000000000050e+02,1.860410000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.790000000000000258e-01,7.049999999999999600e-01,4.000000000000000000e+00,-7.833999999999999631e+00,0.000000000000000000e+00,8.269999999999999574e-02,2.770000000000000240e-01,0.000000000000000000e+00,8.039999999999999925e-02,2.280000000000000082e-01,1.030480000000000018e+02,2.335970000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
7.399999999999999911e-01,4.030000000000000249e-01,6.000000000000000000e+00,-9.310999999999999943e+00,0.000000000000000000e+00,6.350000000000000089e-02,5.090000000000000080e-01,2.469999999999999973e-02,1.039999999999999952e-01,3.310000000000000164e-01,1.380130000000000052e+02,1.731200000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
1.960000000000000075e-01,9.829999999999999849e-01,8.000000000000000000e+00,-8.465999999999999304e+00,0.000000000000000000e+00,8.179999999999999771e-02,3.050000000000000021e-06,9.190000000000000391e-01,9.589999999999999913e-02,3.160000000000000031e-01,1.796610000000000014e+02,1.838270000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
6.560000000000000275e-01,9.000000000000000222e-01,5.000000000000000000e+00,-9.583000000000000185e+00,0.000000000000000000e+00,3.540000000000000091e-02,7.910000000000000364e-02,1.420000000000000038e-03,3.539999999999999813e-01,9.469999999999999529e-01,1.086979999999999933e+02,1.836670000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
8.669999999999999929e-01,4.570000000000000173e-01,1.000000000000000000e+00,-7.908000000000000362e+00,1.000000000000000000e+00,2.369999999999999885e-01,9.869999999999999607e-02,0.000000000000000000e+00,9.669999999999999429e-02,1.930000000000000049e-01,1.010520000000000067e+02,2.107330000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.219999999999999751e-01,7.359999999999999876e-01,3.000000000000000000e+00,-6.993999999999999773e+00,0.000000000000000000e+00,5.850000000000000339e-02,4.309999999999999942e-01,1.179999999999999925e-06,1.229999999999999982e-01,5.819999999999999618e-01,8.985999999999999943e+01,2.089200000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
1.910000000000000031e-01,5.820000000000000173e-02,8.000000000000000000e+00,-2.539799999999999969e+01,1.000000000000000000e+00,5.779999999999999721e-02,9.609999999999999654e-01,8.900000000000000133e-01,9.410000000000000309e-02,4.540000000000000285e-02,1.326140000000000043e+02,3.577070000000000000e+05,1.000000000000000000e+00,0.000000000000000000e+00
7.670000000000000151e-01,6.590000000000000302e-01,7.000000000000000000e+00,-4.541000000000000369e+00,1.000000000000000000e+00,3.869999999999999829e-02,7.850000000000000311e-01,0.000000000000000000e+00,1.120000000000000023e-01,6.310000000000000053e-01,9.005599999999999739e+01,1.867200000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.920000000000000373e-01,6.270000000000000018e-01,0.000000000000000000e+00,-7.464000000000000412e+00,1.000000000000000000e+00,2.750000000000000222e-01,3.049999999999999933e-01,0.000000000000000000e+00,7.799999999999999989e-02,6.450000000000000178e-01,1.550300000000000011e+02,1.509150000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.840000000000000524e-01,6.400000000000000133e-01,5.000000000000000000e+00,-9.906000000000000583e+00,0.000000000000000000e+00,3.090000000000000038e-02,2.210000000000000020e-01,1.020000000000000073e-02,1.789999999999999925e-01,7.770000000000000240e-01,1.060229999999999961e+02,2.342670000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000444e-01,7.189999999999999725e-01,7.000000000000000000e+00,-6.261999999999999567e+00,1.000000000000000000e+00,2.340000000000000135e-01,1.089999999999999997e-01,0.000000000000000000e+00,5.800000000000000294e-02,8.149999999999999467e-01,1.439749999999999943e+02,2.308540000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
8.259999999999999565e-01,7.600000000000000089e-01,1.100000000000000000e+01,-6.381999999999999673e+00,0.000000000000000000e+00,1.170000000000000068e-01,3.920000000000000151e-01,0.000000000000000000e+00,1.320000000000000062e-01,8.129999999999999449e-01,9.997400000000000375e+01,2.162850000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
5.330000000000000293e-01,5.929999999999999716e-01,1.100000000000000000e+01,-5.283999999999999808e+00,1.000000000000000000e+00,5.809999999999999887e-02,1.559999999999999998e-01,2.620000000000000107e-02,8.190000000000000058e-02,8.880000000000000393e-02,1.286459999999999866e+02,1.585470000000000000e+05,5.000000000000000000e+00,1.000000000000000000e+00
8.030000000000000471e-01,6.239999999999999991e-01,7.000000000000000000e+00,-6.764000000000000234e+00,0.000000000000000000e+00,4.769999999999999934e-02,4.510000000000000120e-01,7.339999999999999520e-04,1.000000000000000056e-01,6.280000000000000027e-01,9.596800000000000352e+01,3.045240000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
9.459999999999999520e-01,8.479999999999999760e-01,9.000000000000000000e+00,-3.668000000000000149e+00,1.000000000000000000e+00,1.580000000000000016e-01,5.130000000000000115e-01,0.000000000000000000e+00,1.120000000000000023e-01,6.520000000000000240e-01,1.200259999999999962e+02,1.840000000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.970000000000000417e-01,8.519999999999999796e-01,8.000000000000000000e+00,-5.201999999999999957e+00,1.000000000000000000e+00,2.409999999999999920e-01,5.550000000000000072e-02,2.449999999999999921e-05,5.360000000000000181e-02,4.799999999999999822e-01,1.360349999999999966e+02,1.023530000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.890000000000000346e-01,8.399999999999999689e-01,9.000000000000000000e+00,-5.290000000000000036e+00,1.000000000000000000e+00,9.700000000000000289e-02,3.090000000000000038e-02,0.000000000000000000e+00,9.160000000000000087e-02,4.939999999999999947e-01,1.360589999999999975e+02,8.400000000000000000e+04,4.000000000000000000e+00,1.000000000000000000e+00
4.829999999999999849e-01,9.409999999999999476e-01,2.000000000000000000e+00,-3.597999999999999865e+00,0.000000000000000000e+00,5.750000000000000250e-02,5.259999999999999919e-04,3.499999999999999947e-06,3.099999999999999978e-01,5.030000000000000027e-01,1.560329999999999870e+02,2.320670000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.639999999999999458e-01,7.429999999999999938e-01,6.000000000000000000e+00,-5.782000000000000028e+00,1.000000000000000000e+00,2.200000000000000011e-01,5.839999999999999636e-01,0.000000000000000000e+00,1.010000000000000064e-01,1.910000000000000031e-01,1.688489999999999895e+02,1.856670000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
2.129999999999999949e-01,6.560000000000000553e-02,7.000000000000000000e+00,-2.480999999999999872e+01,1.000000000000000000e+00,4.669999999999999846e-02,9.919999999999999929e-01,9.689999999999999725e-01,6.990000000000000380e-02,3.839999999999999664e-02,6.502299999999999613e+01,1.501470000000000000e+05,3.000000000000000000e+00,0.000000000000000000e+00
4.610000000000000209e-01,9.180000000000000382e-01,4.000000000000000000e+00,-8.506999999999999673e+00,1.000000000000000000e+00,9.589999999999999913e-02,4.050000000000000266e-01,3.299999999999999982e-04,1.260000000000000009e-01,8.020000000000000462e-01,1.724350000000000023e+02,2.499600000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
2.510000000000000009e-01,9.809999999999999831e-01,1.000000000000000000e+01,-7.282000000000000028e+00,0.000000000000000000e+00,1.179999999999999938e-01,6.270000000000000616e-05,7.289999999999999813e-01,2.190000000000000002e-01,2.750000000000000222e-01,9.933799999999999386e+01,3.753070000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
7.950000000000000400e-01,4.919999999999999929e-01,0.000000000000000000e+00,-1.077500000000000036e+01,1.000000000000000000e+00,3.260000000000000120e-01,4.159999999999999809e-01,0.000000000000000000e+00,1.859999999999999987e-01,6.490000000000000213e-01,1.569900000000000091e+02,9.553300000000000000e+04,4.000000000000000000e+00,1.000000000000000000e+00
2.610000000000000098e-01,1.490000000000000005e-02,1.000000000000000000e+00,-2.752799999999999869e+01,1.000000000000000000e+00,4.189999999999999974e-02,9.919999999999999929e-01,8.970000000000000195e-01,1.019999999999999934e-01,3.819999999999999785e-02,7.529600000000000648e+01,2.869870000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
7.520000000000000018e-01,9.050000000000000266e-01,1.100000000000000000e+01,-7.014999999999999680e+00,0.000000000000000000e+00,1.809999999999999942e-01,9.310000000000000220e-02,7.389999999999999651e-04,3.549999999999999822e-01,5.210000000000000187e-01,1.509910000000000139e+02,1.791070000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
2.969999999999999862e-01,9.929999999999999938e-01,9.000000000000000000e+00,-7.173000000000000043e+00,1.000000000000000000e+00,1.179999999999999938e-01,5.660000000000000019e-05,7.700000000000000178e-01,7.660000000000000142e-02,1.779999999999999916e-01,1.276929999999999978e+02,1.824270000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
8.299999999999999600e-01,7.069999999999999618e-01,2.000000000000000000e+00,-5.777000000000000135e+00,1.000000000000000000e+00,2.770000000000000240e-01,1.670000000000000095e-01,0.000000000000000000e+00,7.969999999999999307e-02,6.820000000000000506e-01,1.461539999999999964e+02,1.906850000000000000e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.969999999999999529e-01,8.090000000000000524e-01,9.000000000000000000e+00,-8.196999999999999176e+00,1.000000000000000000e+00,3.020000000000000115e-02,1.140000000000000041e-01,5.209999999999999788e-04,1.829999999999999960e-01,9.799999999999999822e-01,1.259410000000000025e+02,2.148270000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00
